web-scraper-order,web-scraper-start-url,threads,threads-href,username,text
"1595188648-6523","https://hardforum.com/forums/video-cards.3/","driver questions re: potato Mobile FirePro- forcing gaming driver?","https://hardforum.com/threads/driver-questions-re-potato-mobile-firepro-forcing-gaming-driver.1998925/","pendragon1","KATEKATEKATE said:
			
		
	
	
		
		
			Just tried that and I got it showing up as ""Radeon R7 M260 Series"" but I still get the Radeon ""Pro"" Settings not regular Radeon Settings.
		
		Click to expand...
	
you grabbed the regular drivers but it installs the pro control panel?"
"1595188593-6040","https://hardforum.com/forums/video-cards.3/","GPU for VR (Index)","https://hardforum.com/threads/gpu-for-vr-index.1997778/","Hagrid","If you want the highest refresh rate, I would wait and see how the 3080ti is going to stack against the 2080ti.

It might not be a big jump since there is no reason for them to."
"1595188610-6171","https://hardforum.com/forums/video-cards.3/","Geforce 1660 Super overheating","https://hardforum.com/threads/geforce-1660-super-overheating.1998039/","RazorWind","bikemanI7 said:
			
		
	
	
		
		
			Yeah i'll see if shop can get a front fan into front, or swap to  a newer case with better cooling capablities.     This case i know isn't best for cooling,  but i figured my old card wasn't a blower type, so this one should've been fine, though old card only had 1 GPU fan, and was much smaller in size.



What size fan would it possibly take in the front?  i have an extra 80mm around that i accidently ordered a while back,  Noctua (if spelled right) one --just have to find the box its in after moving
		
		Click to expand...
	
Probably a 120, but if you have an 80 sitting around, try that.



Also try just running the system with the side panel off and see if that fixes the problem. If it does, then you know that you need better ventilation and can look at installing more fans.



Another possibility is that the heatsink grease is dried out, in which case running without the case panel won't make a very big difference."
"1595188582-5951","https://hardforum.com/forums/video-cards.3/","What is causing my GPUs to FRY!?","https://hardforum.com/threads/what-is-causing-my-gpus-to-fry.1997698/","ManofGod","Honestly, it may very well be the outlet you are using. Did you initially get the machine working at the same outlet and power strip? The reason I ask this is because, 14 years ago, I had the monitor plugged into one power strip from one outlet, the computer plugged into a different power strip with a different outlet, plugged the monitor into the video card and poof, a quick short and the port was dead."
"1595188658-6647","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","Mylex","pippenainteasy said:
			
		
	
	
		
		
			The problem is, what do you do if you don't have a backup GPU? I have a 2080 Ti right now but I don't even know what to buy as a backup card? New cards are pretty expensive right now, and a 10 series card or previous gen RX you have to worry about refurbished cards that previously died or cards that were used for mining. Plus if you even think about it, you are basically paying launch prices for 2016 cards. You've got 1070 Tis going for like $350 on ebay. It's so depressing right now lol.
		
		Click to expand...
	
I would say anyone with a 2080ti is in a hard position. We don't know how much of a boost you guys will get, I just know I will get a significant one and since I'm ready to upgrade to 4k this maybe an easy choice for me. As far as backup cards simple answer if you aren't lazy, Amazon has 30 day returns, buy a card directly from Amazon use it for 20 something days take the 2 minutes to start a return then drop it off at your local Amazon return spot. Khols for me, I did this waiting for my 2080 to get here after returning my 2080ti. I saw this RX580 on offer up for $75 and thought it was worth it."
"1595188633-6388","https://hardforum.com/forums/video-cards.3/","Graphics Card Autopsy - MSI 980 Ti ""Golden Edition""","https://hardforum.com/threads/graphics-card-autopsy-msi-980-ti-golden-edition.1993063/","RazorWind","Solan said:
			
		
	
	
		
		
			No offense taken. I had only started after being unable to find a place to send it in for repair (having asked manufacturers first then third parties).



It was with a butane soldering iron that I had used before for some thru-hole capacitor replacements on motherboards but it was definitely not right for working a small SMD.



I’m totally fine with those terms. It’s only good for a wall hanging right now. If it burns in a YouTube video that’s more glory that it would get otherwise.
		
		Click to expand...
	
Ok.  I'll send you a PM in a minute."
"1595188654-6593","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","DooKey","M76 said:
			
		
	
	
		
		
			I think I'm skipping this generation. Gains won't be enough to even worth the hassle. I'd be surprised if it will be over 20% faster in anything but RTX.
		
		Click to expand...
	
I believe you are going to be wrong. I guess we'll find out this winter."
"1595188614-6193","https://hardforum.com/forums/video-cards.3/","What is a Ventus card?","https://hardforum.com/threads/what-is-a-ventus-card.1998035/","Peat Moss","I was looking at the MSI RTX 2060 Super and noticed about 4 different Ventus 2060 Super cards.  The only difference I could tell was that the Ventus cards have a slightly lower boost clock and no RGB. https://www.bhphotovideo.com/c/comp...uper_Gaming_X/BHitems/1493594-REG_1493593-REG



Is that all?"
"1595188650-6529","https://hardforum.com/forums/video-cards.3/","Newbie graphics card question  GTX 1070","https://hardforum.com/threads/newbie-graphics-card-question-gtx-1070.1998008/","deruberhanyok","You won’t be able to upgrade anything in that laptop that would be worthwhile.



getting a new one with a better GPU Is probably your only realistic option."
"1595188587-5989","https://hardforum.com/forums/video-cards.3/","Upgrade advice","https://hardforum.com/threads/upgrade-advice.1997417/","Dayaks","Conman said:
			
		
	
	
		
		
			Those Ryzen 4000 series APUs are coming soon. Would fix both problems in one package.
		
		Click to expand...
	
I’ve never seen an APU be better value than a dedicated CPU/GPU sadly.  Nevermind you have to pair it with fast (expensive) RAM."
"1595188646-6512","https://hardforum.com/forums/video-cards.3/","What low profile video card will fit Dell Optiplex SFF 3010 (Dells specifies AMD Radeon R5 240 1gb but I want something better.)","https://hardforum.com/threads/what-low-profile-video-card-will-fit-dell-optiplex-sff-3010-dells-specifies-amd-radeon-r5-240-1gb-but-i-want-something-better.1998848/","CleanSlate","Maybe a wire converter to convert a connection to something to be able to plug into a card to get the extra power is in order? Just spit-balling here. 



Even if you got a better card it sounds like it could be cpu limited depending on the SFF CPU in your system.



Edit:



May want to post about this in the small form factor sub. May get more play there and if you add specifics of your motherboard, case etc. If this information is already there disregard."
"1595188637-6443","https://hardforum.com/forums/video-cards.3/","Intel Larrabee - a prototype","https://hardforum.com/threads/intel-larrabee-a-prototype.1948986/","Red Falcon","ShuttleLuv said:
			
		
	
	
		
		
			Has anyone found a Bitboys Oy Glaze 3d Engineering Sample??
		
		Click to expand...
	
I don't think anyone has found one of those yet, but you never know, one might surface someday.








	
		
			
				erek said:
			
		
	
	
		
		
			How much are you willing to sell it for?
		
		Click to expand...
	
>_>

But I don't even have it in hand yet!"
"1595188648-6527","https://hardforum.com/forums/video-cards.3/","driver questions re: potato Mobile FirePro- forcing gaming driver?","https://hardforum.com/threads/driver-questions-re-potato-mobile-firepro-forcing-gaming-driver.1998925/","pendragon1","KATEKATEKATE said:
			
		
	
	
		
		
			tried that a couple times with the 20.7.2 drivers, always defaults to the Pro driver. I would have thought that manually switching the driver to the Radeon one in device manager would cause the control panel to detect that and switch over but I guess not.
		
		Click to expand...
	
well, id just roll with what it installed using the 20.7.2 pack. probably isnt going to make much of a difference, you just wont get the anti-lag. ive seen several posts saying that the new drivers dont have the selection for compute/gaming and auto-switch now."
"1595188622-6269","https://hardforum.com/forums/video-cards.3/","RGB vs YCbCr444 in Nvidia Control Panel","https://hardforum.com/threads/rgb-vs-ycbcr444-in-nvidia-control-panel.1998222/","Geezus","GiGaBiTe said:
			
		
	
	
		
		
			You're going to need to be a lot more specific in your question, because it doesn't make any sense as it is.



RGB what? Analog? Digital? What bit depth?



4:4:4 what? YCbCr? YPbPr? YCoCg?
		
		Click to expand...
	
I'm new to using a TV as a display so I'm kinda in new territory. These are the options I'm given. Does it make a difference in image qualily? In RGB I have the options of Limited and Full. The YCbCr444 only gives me the option of limited. There is also YCbCr422 but I can already tell that this option makes it look washed out.



Basically I'm asking what the optimal settings would be given the hardware and color settings I have. My Gigabyte 15x has a 1070MQ. have Lemme know if you need any further info.



I also wasn't sure if this is more of a video card issue since its in the Nvidia control panel or if it should be in the Display subforum.


		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2020/06/358000_1593050471740.png"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""1593050471740.png"" style=""width: 266px"" />


	


		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2020/06/358001_1593050524579.png"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""1593050524579.png"" style=""width: 269px"" />"
"1595188605-6135","https://hardforum.com/forums/video-cards.3/","Understanding a ""streamer"" setup in regards to graphics card setup","https://hardforum.com/threads/understanding-a-streamer-setup-in-regards-to-graphics-card-setup.1998060/","RazorWind","It sounds like you have it set up correctly.



The advantage, generally, to using a second PC for handling the stream is that it frees the gaming PC from the burden of doing the game and processing stream video at the same time.  With the many-core CPUs that exist now, this is less of an issue than it was three or four years ago, but there's still something to be said for it if you're anal retentive about getting every last frame out of your hardware.



More practically, if you're doing the sort of streaming where you interact with the audience, I would think the more useful advantage of having a second PC would be that it would also have its own monitor, so you can keep tabs on chat and so forth without the need to alt-tab out of the game."
"1595188642-6498","https://hardforum.com/forums/video-cards.3/","How would you stress test integrated graphics?","https://hardforum.com/threads/how-would-you-stress-test-integrated-graphics.1998344/","MrAgmoore","I saved most of these as .png files to apologies. I wasn't planning on sharing but...



2 minutes into a stress test and the CPU doesn't really go over 50 Celcius: https://www.dropbox.com/s/kzopu0051mru59j/CPU temperature under stress test.png?dl=0



Intel Benchmark: https://www.dropbox.com/s/w2wudtno02hu7nl/Intel XTU Benchmark.png?dl=0



Intel's Analysis: https://www.dropbox.com/s/vt2g35dcgd29kvc/Intel XTU Benchmark Web Analysis.png?dl=0



Yep... massive overkill. 



The graphics test ( for the curious ): https://www.dropbox.com/s/vl2a2c98e82lkwb/Integrated Graphics Test.jpg?dl=0"
"1595188629-6348","https://hardforum.com/forums/video-cards.3/","How does the GTX 1070 Ti SC hold up now' a days?","https://hardforum.com/threads/how-does-the-gtx-1070-ti-sc-hold-up-now-a-days.1997585/","t4keheart","Mode13 said:
			
		
	
	
		
		
			1070Ti is still a damned good card for 60hz 1440P.. Handles most of the games I care to play on ultra settings and will hold above 60FPS.. Granted I don't play everything in existence.. most recent was Far Cry 5.. Ultra 1440P frame rates were pretty much averaging in the 70s.



Turn the settings down a tad for competitive games like pubg and you'll fly over 100FPS..
		
		Click to expand...
	
This is really all I was looking for... sounds like it'll do the job for me."
"1595188650-6534","https://hardforum.com/forums/video-cards.3/","Newbie graphics card question  GTX 1070","https://hardforum.com/threads/newbie-graphics-card-question-gtx-1070.1998008/","deruberhanyok","Do they throttle CAD performance on GeForce cards still, in which case you may want something with a mobile Quadra instead? Or is that not an issue anymore?"
"1595188656-6605","https://hardforum.com/forums/video-cards.3/","Multi-monitor setup - how to make more stable","https://hardforum.com/threads/multi-monitor-setup-how-to-make-more-stable.1997465/","Zepher","to wake up the sleeping monitor. just turn the monitor off and on again after the PC wakes up from sleep, this resets the monitor as DP monitors are plug and play, ie. they disconnect from the PC when they are powered off."
"1595188654-6564","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","kirbyrj","It's hard to say as we don't know what the reference designs look like."
"1595188591-6034","https://hardforum.com/forums/video-cards.3/","GTX 780 Reference - Upgrading VBIOS with other manufacturer's VBIOS?","https://hardforum.com/threads/gtx-780-reference-upgrading-vbios-with-other-manufacturers-vbios.1997835/","RazorWind","mda said:
			
		
	
	
		
		
			Thanks for this!







Thanks for this.



I unfortunately don't have the donor card. It's entirely based off the TPU site.



What's a good way to check if they should be compatible?



What's the worst that could happen? Black screen and blind reflash? Or is there a risk I'll damage anything?
		
		Click to expand...
	
Yeah, basically, make sure that you have at least one additional functioning video card, and a PC that can accommodate both this card and your backup.  (That is, two PCI-E slots, and whatever power leads are required).



Make sure to back up the old BIOS first, so you can flash it back on there if things go pear shaped.



As for comparing the boards, look for a photo of the donor card and try to read the label on the memory chips.  If they're the same brand as the ones on your board, it should work.  Should."
"1595188629-6341","https://hardforum.com/forums/video-cards.3/","How does the GTX 1070 Ti SC hold up now' a days?","https://hardforum.com/threads/how-does-the-gtx-1070-ti-sc-hold-up-now-a-days.1997585/","t4keheart","2560x1440"
"1595188608-6147","https://hardforum.com/forums/video-cards.3/","What vga to throw in this rig?","https://hardforum.com/threads/what-vga-to-throw-in-this-rig.1997551/","tom_ozahoski","trick0502 said:
			
		
	
	
		
		
			2080 ti / Titian



Or hold out for a 3080 ti
		
		Click to expand...
	


You never go full retard."
"1595188635-6420","https://hardforum.com/forums/video-cards.3/","Hopper in 1 year and not 2?","https://hardforum.com/threads/hopper-in-1-year-and-not-2.1998854/","Snowdog","No credibility at all. All kind of talk cropped up with Turing that it was a placeholder, and that 7nm NVidia cards would be arriving in 6 months... We know how that turned out.



The reality of this game, is that it costs Hundreds of Millions of dollars to launch a new line of GPUs, they need to run them as long as possible to make back that massive up front investment.



2 years is pretty much to be expected going forward."
"1595188648-6520","https://hardforum.com/forums/video-cards.3/","driver questions re: potato Mobile FirePro- forcing gaming driver?","https://hardforum.com/threads/driver-questions-re-potato-mobile-firepro-forcing-gaming-driver.1998925/","KATEKATEKATE","I have this zBook 14 G2 with a Firepro M4150 that I'm using for *light* gaming- like Minecraft, DX9 games (yes it does run Crysis, I tried!), titles with XB360 ports where the quality settings go aaaalllll the way down etc



If I install the latest drivers from AMDs site I get the ""Pro"" control panel which lacks some features like Anti-Lag; if I let Windows install drivers I get Adrenalin 19.2 with no control panel but the card is recognized as a Radeon M260X. Is there any way to force the direct-from-AMD driver package to see the card as a M260X like the Windows Update drivers do so I can get the regular gaming control panel? Some FirePro GPUs apparently expose an option in the panel to switch to ""Gaming Mode"" but I'm not seeing that option here. Is there even any advantage to forcing gaming drivers on a FirePro? I know I'm overthinking this but humor me here (or tell me I'm an idiot, I can take it)"
"1595188661-6672","https://hardforum.com/forums/video-cards.3/","GPU - diminishing returns reached","https://hardforum.com/threads/gpu-diminishing-returns-reached.1998052/","HockeyJon","The wildcard will be driver support.  Nvidia drops support for older generations pretty much out of the gate, so you start to see a drop in performance on newer titles that is sharper than the hardware might suggest it should be.  AMD has fared better, but only because they haven’t veered away from GCN for years.  Now that AMD is moving away from GCN, we’ll probably see the same pattern.



That said, there is still a lot of horsepower on the higher end cards of last generation like the 1080Ti, so notwithstanding new features, they’ll still likely be playable for a while, even if not optimal."
"1595188633-6395","https://hardforum.com/forums/video-cards.3/","Graphics Card Autopsy - MSI 980 Ti ""Golden Edition""","https://hardforum.com/threads/graphics-card-autopsy-msi-980-ti-golden-edition.1993063/","jeremyshaw","6th MOSFET VRM from the bottom?"
"1595188620-6265","https://hardforum.com/forums/video-cards.3/","XFX rx 5700 8g gives problem it reboot after opening games","https://hardforum.com/threads/xfx-rx-5700-8g-gives-problem-it-reboot-after-opening-games.1998293/","ufollall","pendragon1 said:
			
		
	
	
		
		
			whats in your start up items/taskbar?
		
		Click to expand...
	


here is the new windows 10 install on second hd .. same issue"
"1595188656-6604","https://hardforum.com/forums/video-cards.3/","Multi-monitor setup - how to make more stable","https://hardforum.com/threads/multi-monitor-setup-how-to-make-more-stable.1997465/","ss88","CraptacularOne said:
			
		
	
	
		
		
			First solution is to not put your computer to sleep. Either leave it on or shut it down when not using it.
		
		Click to expand...
	
While I acknowledge that sleep can cause issues, let's try for another solution. Neither of these is preferable to my current situation."
"1595188658-6652","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","UltraTaco","Well, I guess it's one of those 'unethical' reasons perhaps. If taco bought new, returned and got all money back, the item returned can no longer be sold as new. Someone had to take monetary loss..



Maybe taco over-thinking.."
"1595188601-6095","https://hardforum.com/forums/video-cards.3/","no display from new card","https://hardforum.com/threads/no-display-from-new-card.1998054/","Snakebyt","the PS only has a 6+2 power for PCIe, same thing plugged in or unplugged

motherboard is ASrock b450M steel legend

Ryzen 7 2700X

16gb Gskill tridentZ RGB ram

thermaltake 700W power supply, not sure the exact model , smart RGB if that helps"
"1595188665-6726","https://hardforum.com/forums/video-cards.3/","Guy damages rare collectible graphics card :(","https://hardforum.com/threads/guy-damages-rare-collectible-graphics-card.1957134/","bigdogchris","mnewxcv said:
			
		
	
	
		
		
			But I thought overclocking was safe?
		
		Click to expand...
	
Notice he said it died ""after I installed drivers""... lol not quite."
"1595188631-6365","https://hardforum.com/forums/video-cards.3/","Is this fast enough for Fortnite ?","https://hardforum.com/threads/is-this-fast-enough-for-fortnite.1998348/","GoldenTiger","KillA_KIA said:
			
		
	
	
		
		
			Buy the kids a couple tablets for cheaper? Fortnight is a mobile game.
		
		Click to expand...
	
No, it's not a mobile game. It's a pc game that had a mobile port as well a s console ports. It plays best with a mouse and keyboard on a pc."
"1595188595-6077","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","zetachi","https://www.amazon.com/gp/product/B00DYRQXMK/ref=ppx_yo_dt_b_asin_title_o02_s00?ie=UTF8&psc=1



No idea if its converting or not. PC says 2560 x 1440 59Hz .
		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2020/06/356081_dvi.jpg"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""dvi.jpg"" style="""" />


	

My GIGABYTE Radeon RX 5700 XT GAMING OC will be here tomorrow so that will be the next test."
"1595188652-6549","https://hardforum.com/forums/video-cards.3/","Can you guess what's coming to my collection?","https://hardforum.com/threads/can-you-guess-whats-coming-to-my-collection.1998924/","erek","Still seeking after this rare design:




		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2020/07/363579_1594848052791.png"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""1594848052791.png"" style="""" />"
"1595188633-6409","https://hardforum.com/forums/video-cards.3/","Graphics Card Autopsy - MSI 980 Ti ""Golden Edition""","https://hardforum.com/threads/graphics-card-autopsy-msi-980-ti-golden-edition.1993063/","Furious_Styles","RazorWind said:
			
		
	
	
		
		
			Huh.  I hadn't seen that one.  It's interesting that the only thing he had to change was the DrMOS package.  Your card definitely has something else wrong, since it keeps killing them.  I actually replaced it again after I posted about it yesterday, and it killed that one after just a few seconds.



I feel like the problem pretty much has to be related to the bootstrap circuit, but I can't find anything obviously wrong with it.  I gave up on it for a while yesterday afternoon, but I'll look at it again soon.





Thanks, I'm glad you like it!
		
		Click to expand...
	
These are fun threads, thanks for posting them!  You really put some effort into reviving this card.  Ever considered buying a kraken G10/12 bracket so you don't have to totally re-assemble the HSF to test?"
"1595188595-6070","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","DanNeely","I'm kinda curious if that actually tops out at 2560x1440, or does 2560x1600 but is underspecced for SEO reasons."
"1595188652-6558","https://hardforum.com/forums/video-cards.3/","Can you guess what's coming to my collection?","https://hardforum.com/threads/can-you-guess-whats-coming-to-my-collection.1998924/","Aegir","And here I am still using my old BFG FX 5600 Ultra..."
"1595188595-6074","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","DanNeely","Has anyone made an HDMI-DVI adapter equivalent to the DP adapters in this thread?  



As a result of WFH display shuffling my NEC 3090 has ended up out of retirement plugged into my secondary PCs HDMI-KVM; where it's limited to running at 1920x1200.  The KVM setup generally has the screen on for less than 30 minutes/week so the 3090 being a power pig isn't a major concern, and I've discovered that the larger screen size's readability benefits were a lot larger than I'd expected (getting older sucks) at the larger than normal distance it is from where I sit.  But I can still barely notice the artifacting from non 1:1 scaling, and would like to be able to run it at native hardware resolution with 150% OS scaling for cleaner results.



Even if something was available I might go with a new cheap 27"" 1080p monitor instead, but am curious if I could stretch the usefulness of my current hardware with a cheaper adapter."
"1595188652-6555","https://hardforum.com/forums/video-cards.3/","Can you guess what's coming to my collection?","https://hardforum.com/threads/can-you-guess-whats-coming-to-my-collection.1998924/","Revenant_Knight","erek said:
			
		
	
	
		
		
			TCCD or BH-5 or BH-UT rams? what else?
		
		Click to expand...
	
I would use this as a guide. Start on page 24. 



https://books.google.com/books?id=3...ce=gbs_ge_summary_r&cad=0#v=onepage&q&f=false"
"1595188589-6024","https://hardforum.com/forums/video-cards.3/","What is up with the used graphics card price market?","https://hardforum.com/threads/what-is-up-with-the-used-graphics-card-price-market.1996980/","Bowman15","Noticed that myself. I need one but can wait."
"1595188665-6720","https://hardforum.com/forums/video-cards.3/","Guy damages rare collectible graphics card :(","https://hardforum.com/threads/guy-damages-rare-collectible-graphics-card.1957134/","erek","Face2Face said:
			
		
	
	
		
		
			Don’t be. I’m sure you got some great cards
		
		Click to expand...
	
 Only the FX 5800 Ultra, that's all i got



Here she is, spent 2+ years on these forums posting for one before i struck gold:"
"1595188627-6302","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","princeboy47","I already changed it twice.

If bumped is exceeded normal wattage  'yes'"
"1595188589-6009","https://hardforum.com/forums/video-cards.3/","What is up with the used graphics card price market?","https://hardforum.com/threads/what-is-up-with-the-used-graphics-card-price-market.1996980/","oldmanbal","fakeng said:
			
		
	
	
		
		
			970 GTX were being sold for $25 to $75 in used market 6 months ago.. Now $70 to $150? wth??????
		
		Click to expand...
	
I have a nice gigabyte 970 gtx I'd be happy to part ways with if you're still having trouble"
"1595188620-6227","https://hardforum.com/forums/video-cards.3/","XFX rx 5700 8g gives problem it reboot after opening games","https://hardforum.com/threads/xfx-rx-5700-8g-gives-problem-it-reboot-after-opening-games.1998293/","ufollall","Got a question 



Whenever i open any games it reboots by itself soon after opening any games . i got 



i5 9500 cpu

16g memory

XFX rx 5700 8g gpu

msi b365m pro  vdh

windows 10 



my games works fine on onboard graphics cards but some games works slow thats the reason i brought new gpu."
"1595188620-6253","https://hardforum.com/forums/video-cards.3/","XFX rx 5700 8g gives problem it reboot after opening games","https://hardforum.com/threads/xfx-rx-5700-8g-gives-problem-it-reboot-after-opening-games.1998293/","ufollall","Ready4Dis said:
			
		
	
	
		
		
			Yeah, it's hard when it's not something most are familiar with and they are just ok, not great (but i'm sure it probably would have worked for this).  I would prefer other brands before them though and for a £10 difference I would get the EVGA for sure.  Rosewills are normally pretty good PSU's for a good price as well.

Matter of fact: https://www.amazon.co.uk/EVGA-WHITE...words=evga+power+supply&qid=1593217550&sr=8-2

This is the W2 600W EVGA and it's only £42.  Not a huge difference, but hey, just another option.
		
		Click to expand...
	
Thanks guys... I’ve gone for EVGA 600 white .."
"1595188627-6326","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","princeboy47","Yes i understand. But it isn't 80. As when the game renders it goes straight up to 90 then 94 then 95. That is not the weather all the time though. It was so ths morning and yesterday's morning and during night it is under 30 degrees. Back to topic, problems seems to me more of a technical than related to weather. As mentioned the temps goes straight up instantly and down the same way and slowly from 70 and lesser. So i just made sure nothing in the case is blocking air to gpu fans. It's okay. Still temps are 94 93 95. No change ingame"
"1595188658-6627","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","Domingo","I don't really have a back-up option and I still want to see some benchmarks/specs before I fully commit. HDMI 2.1 being one of those things of particular interest. If the 3080 doesn't have it, I might just hold out for whatever is coming next year.

I'm sure I'll leave a little money on the table, but I've moved plenty of video cards on Craigslist after a card announcement."
"1595188589-6004","https://hardforum.com/forums/video-cards.3/","What is up with the used graphics card price market?","https://hardforum.com/threads/what-is-up-with-the-used-graphics-card-price-market.1996980/","kirbyrj","I think part of it is that production is slowing down due to a combination of COVID and the end of the current generation of cards.  With less people buying new cards, they are sitting on their old ones.  I would think that when Nvidia's 3000 series and AMD's RDNA2 cards launch you'll have no problem finding a 1070 for under $150."
"1595188635-6423","https://hardforum.com/forums/video-cards.3/","Hopper in 1 year and not 2?","https://hardforum.com/threads/hopper-in-1-year-and-not-2.1998854/","Stoly","Epyon said:
			
		
	
	
		
		
			https://www.notebookcheck.net/DigiT...5-nm-Hopper-GPUs-one-year-later.464133.0.html



I am not sure about the credibility so i wanted to know if you guys heard anything? Do you guys think the 3xxx Series will be short lived? Or run out  2 years?
		
		Click to expand...
	
I would have believed it if ""Big Ampere"" wasn't released already. But it seems nvidia has consolidated top to bottom. After Volta/Turing.  They are still missing a SoC for their self driving/AI/robotics solutions, so there's that.



I do think nvidia could come up with a ""tweaked ampere refresh"" on a smaller process if its viable."
"1595188595-6073","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","noxqzs","I went through a few adapters running my 3007FPW.  The one I ended up settling on was made by TrippLite.  Its expensive but works.  The one thing that was recommended to me was to power the USB, attached to the adapter, through a dedicated power source and not connected to a USB port on the pc.  The reasoning was that when computer wakes up or turns on, the USB port might not be powered up  for the adapter causing a display issue."
"1595188637-6459","https://hardforum.com/forums/video-cards.3/","Intel Larrabee - a prototype","https://hardforum.com/threads/intel-larrabee-a-prototype.1948986/","WhoBeDaPlaya","Old Raja must have spotted something he likes in Larabee"
"1595188587-5984","https://hardforum.com/forums/video-cards.3/","Upgrade advice","https://hardforum.com/threads/upgrade-advice.1997417/","HockeyJon","Sodapopjones said:
			
		
	
	
		
		
			I wouldn't invest another penny in that rig...you can do a 1600AF / 3300X, mobo and ram for $300...
		
		Click to expand...
	
This right here.  Older Intel processors tend to hold their value as well, so you’d probably have to sink more money than you’d actually want to upgrade that i5 to an i7 from that era, only to still have dated performance.  I personally wouldn’t bother.



The i5 is going to be a bottleneck in a lot of games now.  I ran into the same problem with my i5 4670K.  Looked in to upgrading to an i7 4770K or 4790K and was shocked to discover that the processors I could find online had the same sticker price as they had when I built my system in 2013.  Literally no decline in price whatsoever.  You’ll probably be happier if you can hold out for a little longer and do it right the first time.



Also, prices for video cards are currently elevated thanks to increased demand and decreased supply due to COVID-19.  It’s an expensive time to upgrade, so your money won’t stretch as far.



What games are you playing?"
"1595188610-6159","https://hardforum.com/forums/video-cards.3/","Geforce 1660 Super overheating","https://hardforum.com/threads/geforce-1660-super-overheating.1998039/","bikemanI7","Well have a Cat that comes up here, and don't want the cat climbing into case, or i'd just open the side cover, and move it back a bit, not ideal solution really.    Is an 92mm Exhaust fan, all it can hold unforuately, and PSU fan exhausts as well, but definitely hot box for sure. 



They didn't even leave room in this case for a Front intake fan,   stupid bar for the RGB light right thru what would possibly be front fan spot sighs



Sure big vent on side of case right near video card, but don't know if that helps cooling or not



So spending last $200 of the Stimulus package soon for the new case, and onces thats done then i'll relax and enjoy gaming once again lol"
"1595188637-6449","https://hardforum.com/forums/video-cards.3/","Intel Larrabee - a prototype","https://hardforum.com/threads/intel-larrabee-a-prototype.1948986/","erek","ShuttleLuv said:
			
		
	
	
		
		
			Has anyone found a Bitboys Oy Glaze 3d Engineering Sample??
		
		Click to expand...
	


There's been a BitBoys Pyramid3D in the wild"
"1595188624-6297","https://hardforum.com/forums/video-cards.3/","Anyone know what card would have best FurMark Score/Watt these days?","https://hardforum.com/threads/anyone-know-what-card-would-have-best-furmark-score-watt-these-days.1998533/","GoldenTiger","Stoly said:
			
		
	
	
		
		
			and you want to know this because...



BTW didn't nvidia and amd started cheating on furmark in order not to stress their cards?
		
		Click to expand...
	
Yes. Both referred to it as a ""power virus""."
