web-scraper-order,web-scraper-start-url,thread_link,thread_link-href,username,text
"1595187800-4881","https://hardforum.com/forums/intel-processors.5/","I actually have a 10900k on the way!","https://hardforum.com/threads/i-actually-have-a-10900k-on-the-way.1996645/","Ready4Dis","SixFootDuo said:
			
		
	
	
		
		
			I am actually going to give some REAL cooling advice that will benefit all of you regardless of  your skill level.



One of the best AIO 360mm water coolers is on-sale for $99. The EVGA CLC 360.




	
		
	


Unbeatable performance and price.



To take this to the next level, add 3 additional high static pressure fans and do a pull push config.
		
		Click to expand...
	
That's not advice that helps me at all... 360mm doesn't fit my itx case!  I can barely fit my current AIO with the tubing, lol.  I can't have a push pull setup either, to thick.

Btw, I do appreciate suggestions, just (jokingly) giving you a hard time since my desktop couldn't benefit from it."
"1595187756-4485","https://hardforum.com/forums/intel-processors.5/","Upgrade of 5930K on Asus Rampage V Extreme - 6900k or 5960x","https://hardforum.com/threads/upgrade-of-5930k-on-asus-rampage-v-extreme-6900k-or-5960x.1992899/","daglesj","I just got a 5960K on the way! Looking forward to having a 'complete' X99 system with the 40 lanes and all the slots available finally. If I can get it to 4.3GHz at say 1.2v-1.25v I'll be happy."
"1595187800-4849","https://hardforum.com/forums/intel-processors.5/","I actually have a 10900k on the way!","https://hardforum.com/threads/i-actually-have-a-10900k-on-the-way.1996645/","newls1","nope!  Im just super stoked.  Shes going to be under a awesome watercooling loop with the hopes to keep cpu temps under 100c LOL"
"1595187745-4352","https://hardforum.com/forums/intel-processors.5/","1366 x58 Xeon Enthusiast overclocks club","https://hardforum.com/threads/1366-x58-xeon-enthusiast-overclocks-club.1820772/","USF-Nealio","Deimos said:
			
		
	
	
		
		
			It has been a long time since video cards were CPU bound, you'd have to go back to games like Half-Life 2 or possibly even Quake 3 Arena.



I'm playing Watch Dogs at the moment and my CPU doesn't even run at its highest possible clock half the time I'm playing. It is heavily threaded but again, it's only using about 40% of my cores.



The only game I play that it CPU bound at the moment is Shift 2, but that is only because the video card is not at 100% and Shift 2 isn't threaded so I see one core at 100% all the time.
		
		Click to expand...
	
With the strange exceptions like Arma (and to a lesser extent BF4), you are absolutely right. I was able to play 98% of games at stock clocks, and was only overclocking to overcome the age of my CPU on those specific titles.



I upgraded from an i5-750 to the L5639. When I played BF4 on the i5-750 @4.2GHz, I was pegged at 100% CPU on all 4 cores while my GPU utilization fluctuated around 70%. With the stock L5639, I'm only seeing 33% CPU utilization and 100% GPU."
"1595187728-4164","https://hardforum.com/forums/intel-processors.5/","Intel Plans To Battle AMD Ryzen 4000 In 2020 With Mass of Hyper-Threaded Processors Including 5.3GHz","https://hardforum.com/threads/intel-plans-to-battle-amd-ryzen-4000-in-2020-with-mass-of-hyper-threaded-processors-including-5-3ghz.1991154/","Dan_D","Mega6 said:
			
		
	
	
		
		
			Intel: Hyperthreading has been around since 2002 and is not going to save you.  Try something innovative.
		
		Click to expand...
	
Intel appears to be enabling Hyperthreading on lower end CPU's like the Core i3 and Core i5. CPU's which have traditionally had HT disabled."
"1595187745-4340","https://hardforum.com/forums/intel-processors.5/","1366 x58 Xeon Enthusiast overclocks club","https://hardforum.com/threads/1366-x58-xeon-enthusiast-overclocks-club.1820772/","ccityinstaller","primetime said:
			
		
	
	
		
		
			seriously this cant be right lol im pushing 22% how is that stressing my cpu?



	
	
		
		


	


	
		
			
		
		


<img src=""http://[URL=http://s1362.photobucket.com/user/Sean_Adkins/media/Capture_zps53ccc36b.jpg.html][IMG]http://i1362.photobucket.com/albums/r699/Sean_Adkins/Capture_zps53ccc36b.jpg"" data-url=""http://[URL=http://s1362.photobucket.com/user/Sean_Adkins/media/Capture_zps53ccc36b.jpg.html][IMG]http://i1362.photobucket.com/albums/r699/Sean_Adkins/Capture_zps53ccc36b.jpg"" class=""bbImage"" data-zoom-target=""1""  style="""" />


	

[/URL][/IMG]
		
		Click to expand...
	
Don't worry about seeing the CPU usage.  If you properly disable the hyperthreaded cores, you should sit right @ 50% usage..The important thing is that you watch the GFlops output in IBT..They should be higher then they were in your screenshot above..



It appears that you only have 3 cores active..Notice that 2 of them are running @ 100%, and the third is loaded heavily as well..You may need to play around with which cores to turn off since a Xeon is different then the native 4 core dies with HT..with those, you just do like Axarie said and turn off the odd number cores..



In your case, based on your screenshot from before, it appears that cores 0,1,2 and 8,9,10 are the physical cores in your CPU..Try locking IBT to those cores, and monitor the GFlop output..it should be higher then those results in your first screenshot.



It seems like you are stable, if you can pass everything you have and been able to game without issues as well.  The issue where the system was doing a hard power off when loaded is most likely due to the Vcore being too low..



I had that issue when fine tuning my 3770K on my MSI Z77 MPower..Everything would be stable for hours and hours, and then I would get a random hard reboot.  I had to boost my Vcore and then give my IMC a tiny bit of juice as well."
"1595187733-4203","https://hardforum.com/forums/intel-processors.5/","Upgrade 7820x to 10900x?","https://hardforum.com/threads/upgrade-7820x-to-10900x.1991123/","somebrains","Here's my build arc of the past 2 years:



7820x + 1080tis bc all of the sudden I went from simple cloud native .js builds to needing a local Kubernetes and python validation box.  The AWS spend just throwing spaghetti against the wall from serverless and machine learning was truly stupid.  Also played a lot of Blackout in my downtime.  Got off the 7820x bc I was playing more than working late 2018.



That arc got straightened out so I decided to screw around with Ryzen just to see what it was about on Win10 and Linux.  Rhel and Ubuntu worked fine, Android emulator issues made it a no go. This was March 2019 or around the lead in to 1903 so it was fun seeing everything Ryzen could do in a more stable state.



Got off mobile fronted applications that needed a bunch of data tier testing and bought a 2600 to game.  Games just felt a little off during the whole ryzen arc.  Flick movement was off, shots felt a little sticky.



Game builds mid 2019 started to show 100% core useage so a 1700x went in.  Recording sucked at times due to OBS issues.  All that went away with +2 cores.  Went back to nvenc.   MW beta felt off.  Sold off that Ryzen platform and ran a 3600 briefly in my other b450 rig that my buddy had me build.  It fixed some of the 1% lows that made gaming feel off but wasn't as good as an 8700k.  Linux was good, especially for those builds that used to take 20mins.



Currently on a 9700kf for games, everything feels good again.  I don't want Ryzen as my primary gaming platform, it's fine for Dev.  I'm too sensitive to stickyness.



The whole time I was using an aio cooled 1080ti.

Bought an X34, xb1, Asus 180hz 1080p rog monitor.  Gpu and monitor speed drives everything.  Pure gaming no Dev I'd get a Dell 27"" 1440p tn panel bc that looked fine and felt the fastest.  I wouldn't want to stare at a pair of them for 8+ hours a day.  I need a 1080ti minimum at low graphics settings or fps gaming is pointless.



Cpu does matter to tighten up moments when you need to wipe a quad on your own or get 3rd partied and need to hit a 10+ kill streak.  It's doable on Ryzen, it's just easier on 8c consumer Intel.



X299 is fine for gaming, it's not as bad as Ryzen.

I wouldn't spend more on it, the $ is better served on gpu/monitor.

If that's maxed out then a consumer platform if ideal for a consumer workload.

1600af + b450 is cheap enough to try my arc."
"1595187733-4204","https://hardforum.com/forums/intel-processors.5/","Upgrade 7820x to 10900x?","https://hardforum.com/threads/upgrade-7820x-to-10900x.1991123/","Furious_Styles","At 4k I think you will see very little performance gains from changing CPUs.  Definitely will with a 2080 ti or an upcoming 30xx."
"1595187739-4230","https://hardforum.com/forums/intel-processors.5/","Intel's 9th Generation Core Family - Coffee Lake (Refresh)","https://hardforum.com/threads/intels-9th-generation-core-family-coffee-lake-refresh.1963540/","Budwise","9th iteration, still 8th generation apparently.  At least they admit its not new but they'll require a new motherboard to run it! 



Meanwhile someone just broke the SuperPi record using an 8700K on a Z270   FU Intel



https://www.techpowerup.com/245689/...ghz-3c-3t-on-z270-chipset-bags-superpi-record"
"1595187739-4233","https://hardforum.com/forums/intel-processors.5/","Intel's 9th Generation Core Family - Coffee Lake (Refresh)","https://hardforum.com/threads/intels-9th-generation-core-family-coffee-lake-refresh.1963540/","Nightfire","So... Skylake v4.0?  Or would it just be v3.2 since it is not a node change?



Skylake v1.0

Kabylake v2.0

Coffee lake v3.0

i7 x8086k v3.1

New CFL+ v3.2"
"1595187747-4367","https://hardforum.com/forums/intel-processors.5/","i7 5930K, safe voltage with safe temp.","https://hardforum.com/threads/i7-5930k-safe-voltage-with-safe-temp.1834657/","sblantipodi","KillerFry said:
			
		
	
	
		
		
			I have my 5930K at 4.4GHz using 1.275V and it stays at around 68*-74*C on Prime95. It is cooled with a H100i. I didn't play with the LLC/PLL... I don't even know what they do 



My guess is I could reach 4.5GHz with 1.3V, but I wanted to keep it safe and not put such an expensive CPU at too much a risk of dying.
		
		Click to expand...
	
Very good result."
"1595187800-4884","https://hardforum.com/forums/intel-processors.5/","I actually have a 10900k on the way!","https://hardforum.com/threads/i-actually-have-a-10900k-on-the-way.1996645/","newls1","Dan_D said:
			
		
	
	
		
		
			Well, this thread seems to answer the question as to whether or not these would be total vaporware the way the Core i9-10980XE is.
		
		Click to expand...
	
my local MC seems to have a pretty constant supply of all the chips......"
"1595187756-4475","https://hardforum.com/forums/intel-processors.5/","Upgrade of 5930K on Asus Rampage V Extreme - 6900k or 5960x","https://hardforum.com/threads/upgrade-of-5930k-on-asus-rampage-v-extreme-6900k-or-5960x.1992899/","daglesj","Bill1024 said:
			
		
	
	
		
		
			I have a few x99 xeons,  hexcore 1650 V3 and octocore 1660 V3 and I change the settings on the ram with no issues.

DDR$ 2100 running at 2400,, DDR4 2400 running at 2667 or better, can change the timings tighten them up or loosen them as needed.
		
		Click to expand...
	


So I can slap a Xeon in and keep the current XMP 3000/125 strap and low latency RAM settings as I have with the 5820K?"
"1595187794-4803","https://hardforum.com/forums/intel-processors.5/","Intel 10nm/7nm CPU/GPU Rumor Thread : Cannonlake, Icelake, Tigerlake, Sapphire Rapids, etc.","https://hardforum.com/threads/intel-10nm-7nm-cpu-gpu-rumor-thread-cannonlake-icelake-tigerlake-sapphire-rapids-etc.1945886/","Dayman","<img src=""https://cdn.discordapp.com/attachments/214069083702951936/372279198112546818/IMG_20171024_075714.jpg"" data-url=""https://cdn.discordapp.com/attachments/214069083702951936/372279198112546818/IMG_20171024_075714.jpg"" class=""bbImage"" data-zoom-target=""1""  style="""" />"
"1595187794-4813","https://hardforum.com/forums/intel-processors.5/","Intel 10nm/7nm CPU/GPU Rumor Thread : Cannonlake, Icelake, Tigerlake, Sapphire Rapids, etc.","https://hardforum.com/threads/intel-10nm-7nm-cpu-gpu-rumor-thread-cannonlake-icelake-tigerlake-sapphire-rapids-etc.1945886/","BrainEater","I have invested in the socket-p skylake sp variant in the last few months.

These chips came out 2 months ago in the 'retail' segment.bleeding edge essentially.

The 'high performance' workstation/server (xeon) chips are 1 year behind basically everything else.

---



Call me when I can get Icelake Xeons !



(Even spicy ones.....will trade beer for silicon )"
"1595187789-4729","https://hardforum.com/forums/intel-processors.5/","Buy new i9-9900 (non K) for 220 USD or save and wait for 10900k or 10700k","https://hardforum.com/threads/buy-new-i9-9900-non-k-for-220-usd-or-save-and-wait-for-10900k-or-10700k.1998514/","edo101","So I can buy a 9900 non K for 220 bucks. I actually would prefer AMD but I need strong single core performance for 3D vision games. What should I do"
"1595187745-4341","https://hardforum.com/forums/intel-processors.5/","1366 x58 Xeon Enthusiast overclocks club","https://hardforum.com/threads/1366-x58-xeon-enthusiast-overclocks-club.1820772/","Deimos","Primetime how in the hell are your temps so low? according to my temp monitor my X5670 idles at 31C load as high as 85C and I have a pretty hardcore watercooling setup, what gives?



I'm starting to think that maybe the method I use to apply thermal paste is not ideal, I'm going to have another crack at it, any tips from your obviously superior method?"
"1595187739-4240","https://hardforum.com/forums/intel-processors.5/","Intel's 9th Generation Core Family - Coffee Lake (Refresh)","https://hardforum.com/threads/intels-9th-generation-core-family-coffee-lake-refresh.1963540/","kirbyrj","Raendor said:
			
		
	
	
		
		
			14nm yet again. Pathetic.
		
		Click to expand...
	
So basically the Z170 generation boards could be running these chips but Intel likes chipset revenue."
"1595187794-4825","https://hardforum.com/forums/intel-processors.5/","Intel 10nm/7nm CPU/GPU Rumor Thread : Cannonlake, Icelake, Tigerlake, Sapphire Rapids, etc.","https://hardforum.com/threads/intel-10nm-7nm-cpu-gpu-rumor-thread-cannonlake-icelake-tigerlake-sapphire-rapids-etc.1945886/","tangoseal","Gideon said:
			
		
	
	
		
		
			I seriously doubt anything 10nm will be working in your X299 board, highly unlikely to be compatible especially with Intel. You got a good current chip at least so you should be fine.
		
		Click to expand...
	
Yeah it is typical. I could see a coffee lake X maybe if they decided to drop something like that. I guess alot of their planning is also depending on how Zen+ and 2 does. Of course I dont think anyone saw x299 coming like it did."
"1595187758-4496","https://hardforum.com/forums/intel-processors.5/","10900k can't reach 5.3","https://hardforum.com/threads/10900k-cant-reach-5-3.1997566/","noko","Falkentyne said:
			
		
	
	
		
		
			To reach 5.3 you MUST have c-states enabled and you MUST be on windows 1903 or newer!

5.3 can only work if windows can put some cores to sleep so the other ones can boost on 2 core loads.
		
		Click to expand...
	
Would that mean using the Balance Power Plan vice the High Performance power plan in Windows?"
"1595187796-4844","https://hardforum.com/forums/intel-processors.5/","I finally upgraded from my 3570k / R9 290X / 16gb ddr3","https://hardforum.com/threads/i-finally-upgraded-from-my-3570k-r9-290x-16gb-ddr3.1997829/","DooKey","Araxie said:
			
		
	
	
		
		
			it has been improved a lot over time.. there is a noticeable from the Hyper 212, to hyper 212 plus, to hyper 212 evo, to hyper 212X, and goes on.. it's a nice cooler with a nice size and price.
		
		Click to expand...
	
I still have a 212 plus cooling a 6700K. Does a nice job."
"1595187783-4611","https://hardforum.com/forums/intel-processors.5/","Hold out for 10900k, grab 10700, or just go with a discounted 9900K?","https://hardforum.com/threads/hold-out-for-10900k-grab-10700-or-just-go-with-a-discounted-9900k.1997849/","EnderW","10700K or 9900K whatever is cheaper"
"1595187754-4439","https://hardforum.com/forums/intel-processors.5/","Jeez 10900k really?","https://hardforum.com/threads/jeez-10900k-really.1996938/","Falkentyne","Nightfire said:
			
		
	
	
		
		
			Interesting.  Perhaps your retail chip was a 'C' batch.

https://www.techpowerup.com/266741/msi-shares-fascinating-insights-into-comet-lake-binning
		
		Click to expand...
	
No, it's probably a B batch.  The average chip reaches 5.2 on all cores, not 5.3.

5.3 on all cores is A batch.  Remember the Intel turbo boost specifies 5.1 on all cores for a light load on 2 cores above 70C, and 4.9 all cores below 70C and 4.8 all cores above 70C.



The vids on the retail chip are identical to my ES at 4.7-5.1 ghz, but the 5.2 ghz VID is 35mv higher on the retail chip than the ES chip.  So I'm guessing the 5.3 point is maybe 50mv higher (there is no new VID programmed on either chip for 5.3 vs 5.2)"
"1595187766-4534","https://hardforum.com/forums/intel-processors.5/","i7-8086k $800?","https://hardforum.com/threads/i7-8086k-800.1997754/","Evil Scooter","OK.. PC wise I've been living under a rock for the last 2 years after I assembled this rig. Up until a week ago I had not PC gamed in nearly a year.. life.. you know. Anyway I was reading about and noted on a site that the price of the i7-8086k is now nearly $800 on Amazon. What gives?"
"1595187800-4885","https://hardforum.com/forums/intel-processors.5/","I actually have a 10900k on the way!","https://hardforum.com/threads/i-actually-have-a-10900k-on-the-way.1996645/","D-EJ915","newls1 said:
			
		
	
	
		
		
			my local MC seems to have a pretty constant supply of all the chips......
		
		Click to expand...
	
Where is this? lol The two distributors my company use haven't had stock of 10980xe CPU yet this year, the dates keep getting pushed back every week.  I'd have ordered one already if they did, oh well not worth it at this point imo."
"1595187787-4698","https://hardforum.com/forums/intel-processors.5/","What CPU can I upgrade to?","https://hardforum.com/threads/what-cpu-can-i-upgrade-to.1993925/","Dan_D","SLP Firehawk said:
			
		
	
	
		
		
			Hi. I have a 2013 desktop and the Coolermaster Seidon 120mm Water cooler system is starting to make gargling sounds sometimes so I am going to replace it (I have a spare unit).

And while I am doing that I would like to see if I can upgrade the processor to something better. It's older tech so if something better is still available it may be affordable now.



My Motherboard is: ASUS P9X79 Pro X79 Quad Crossfire/3way SLI SATA 3 USB LGA 2011

My Processor is Intel i7 3930K 3.2Ghz 12MB LGA 2011 Retail

My GPU is Nvidia GTX 780 3GB GDDR5

System Ram is maxed at 64GB

Still running WIN 7 PRO 64

Except for all SSDs now the system is hardware-wise still like it was ordered back in 2013.



What I would like to accomplish is improving it's 3ds Max and Adobe Premiere Pro CS6 performance.  My newer i7 Laptop actually performs a little better than the desktop (also has an 8GB quadro).



So what processor could I change to that would still be supported by my system?

and if I change processor will it break all my software licenses due to the hardware change?
		
		Click to expand...
	
The 4960X is the fastest CPU that motherboard will support. They are ridiculously expensive for what they are. I'd say, they aren't really worth it. I would wait until you can afford to do a new system rebuild or at least replace your motherboard, CPU and memory."
"1595187783-4621","https://hardforum.com/forums/intel-processors.5/","Hold out for 10900k, grab 10700, or just go with a discounted 9900K?","https://hardforum.com/threads/hold-out-for-10900k-grab-10700-or-just-go-with-a-discounted-9900k.1997849/","jameslr","I went with a 10700k, but had the same dilemma as you. I see you already made a choice and can't blame you for the decision. There really isn't much difference between the two CPUs so I don't think you'll regret it. I'm sure you'll skip LGA1200 altogether."
"1595187766-4547","https://hardforum.com/forums/intel-processors.5/","i7-8086k $800?","https://hardforum.com/threads/i7-8086k-800.1997754/","criccio","The bigger question is, if you're looking to build a new PC, why look at a special edition of a two year old processor? Maybe just not familiar with what the current generation is?"
"1595187745-4344","https://hardforum.com/forums/intel-processors.5/","1366 x58 Xeon Enthusiast overclocks club","https://hardforum.com/threads/1366-x58-xeon-enthusiast-overclocks-club.1820772/","schizrade","My L5639 on a Sabertooth is an absolute beast for a gaming machine. If x99 is less problematic than X79 I might upgrade, but this is still so relevant I might just sit on it a while longer."
"1595187794-4789","https://hardforum.com/forums/intel-processors.5/","Intel 10nm/7nm CPU/GPU Rumor Thread : Cannonlake, Icelake, Tigerlake, Sapphire Rapids, etc.","https://hardforum.com/threads/intel-10nm-7nm-cpu-gpu-rumor-thread-cannonlake-icelake-tigerlake-sapphire-rapids-etc.1945886/","Nightfire","Cascade looks to be an SKL-X xeon not an SKL/KBL xeon if I understood that article at all.  It seems strange that they would go through the trouble of a KBL xeon, but not a CFL xeon, which is a significant performance boost."
"1595187770-4562","https://hardforum.com/forums/intel-processors.5/","Intel i3-10100 beats i7-7700K","https://hardforum.com/threads/intel-i3-10100-beats-i7-7700k.1997338/","Smoblikat","Seems to score about 100 pts higher single core in Cinebench R20 than my 4.4ghz 3770K (I get mid 340's)."
"1595187775-4571","https://hardforum.com/forums/intel-processors.5/","is fm whatsapp banned?","https://hardforum.com/threads/is-fm-whatsapp-banned.1998161/","kellyschmidt","I have used an intel pc chip when installing the bluestack emulator to download fm whatsapp apk. When I first installed and logged in, I was notified that my account was banned and thrown out of the main screen.

People tell me if this is due to the computer's processor chip?"
"1595187800-4872","https://hardforum.com/forums/intel-processors.5/","I actually have a 10900k on the way!","https://hardforum.com/threads/i-actually-have-a-10900k-on-the-way.1996645/","Damos","Cool thread. I know a few [H] members on here that are waiting for this. Some reason some people just don't want to go AMD go matter what.

Off topic, but what is that device behind your Intel box in your picture? Is that a printer? Projector? Seems to be a ton of cables hooked up to it."
"1595187739-4234","https://hardforum.com/forums/intel-processors.5/","Intel's 9th Generation Core Family - Coffee Lake (Refresh)","https://hardforum.com/threads/intels-9th-generation-core-family-coffee-lake-refresh.1963540/","mda","all good for my wallet... this plus 'delays' of next gen gpus..."
"1595187779-4593","https://hardforum.com/forums/intel-processors.5/","QuickCPU Power saving - My settings (Relevant for 6xxx/7xxx/8xxx/9xxx/10xxx processors)","https://hardforum.com/threads/quickcpu-power-saving-my-settings-relevant-for-6xxx-7xxx-8xxx-9xxx-10xxx-processors.1996926/","Keljian","5150Joker said:
			
		
	
	
		
		
			Thx but one minute isn’t really sustained. With speedshift I bet your cpu kept cycling below 5 GHz during the encode to maintain a voltage/temp threshold. That’s why every overclocker disables it.
		
		Click to expand...
	
No, no voltage/temp threshhold, it just cycled below because of lack of instantaneous load. Note peak temps were still below 80C, no way it was thermally/voltage throttling . I'll run Davinci for the entire encode if you prefer.



Thing is, you don’t need the processor to be running at 5ghz constantly, and it is not designed to do that.



It is one thing to say the 9900k is a hot processor, another to say “it’s a hot processor when you’re running it at maximum speed constantly”. You don’t redline an engine constantly when you’re driving at 10kph/mph, why should you do that when you’re running a chip? You also don’t need a fire breathing v8 to drive granny down to the shop (notice all those cores sleeping in the apex legends shot?)



It should be abundantly clear by now that my preference is not to do that. I don’t want my rig to burn power unnecessarily."
"1595187754-4429","https://hardforum.com/forums/intel-processors.5/","Jeez 10900k really?","https://hardforum.com/threads/jeez-10900k-really.1996938/","Falkentyne","It's for people like me.  Which is why I have two 10900k's."
"1595187741-4286","https://hardforum.com/forums/intel-processors.5/","Any still running an overclocked i7 5820k? (haswell-E)","https://hardforum.com/threads/any-still-running-an-overclocked-i7-5820k-haswell-e.1953713/","Batboy88","aldamon said:
			
		
	
	
		
		
			Thanks for the report. That gives me hope that everything will be OK.
		
		Click to expand...
	
Ive tried everything and all benches literally about the same. Nothing I could tell the difference...there is some weird stuff going on though that happened..all the sensor monitors and different ones show like a lower clock like 8-10mhz lower than it should be..no idea when that happened..."
"1595187796-4830","https://hardforum.com/forums/intel-processors.5/","I finally upgraded from my 3570k / R9 290X / 16gb ddr3","https://hardforum.com/threads/i-finally-upgraded-from-my-3570k-r9-290x-16gb-ddr3.1997829/","horrorshow","My 212 Black is serving me well"
"1595187741-4284","https://hardforum.com/forums/intel-processors.5/","Any still running an overclocked i7 5820k? (haswell-E)","https://hardforum.com/threads/any-still-running-an-overclocked-i7-5820k-haswell-e.1953713/","demondrops","nice OC! damn.. cherry chips."
"1595187785-4650","https://hardforum.com/forums/intel-processors.5/","Can anybody get me up to speed on the state of the CPU game right now?","https://hardforum.com/threads/can-anybody-get-me-up-to-speed-on-the-state-of-the-cpu-game-right-now.1993202/","janas19","The game has changed, once Intel was completely dominant but AMD is roaring back ever since they released Zen.



In a nutshell: AMD best value and bang for the buck. Intel best peak IPC and platform. 








	
		
			
				t4keheart said:
			
		
	
	
		
		
			Main questions:

1) Is it still worth it to always go intel? Is the cost of a mid-high end i-series worth it vs. a comparable performing amd ryzen?

2) Is now a good or bad time to buy/build? Anything new coming out soon that I should wait for?

3) which is the best bang for your buck, mid-high performance offering from both amd and Intel?

4) anything else you think i should take into consideration?
		
		Click to expand...
	
1) No.



2) Now is a good time. RAM is cheap, SSD costs have come down, CPU sockets have great upgrade paths.



3) AMD best performance/dollar - Ryzen 5 3600. Intel best performance/dollar - i5-9400F.



4) This is just an overview to get you reacquainted. It's always best to read a few articles and research a little before pulling the trigger."
"1595187747-4376","https://hardforum.com/forums/intel-processors.5/","i7 5930K, safe voltage with safe temp.","https://hardforum.com/threads/i7-5930k-safe-voltage-with-safe-temp.1834657/","KillerFry","sblantipodi said:
			
		
	
	
		
		
			my 5930K don't go over 4.2GHz with prime 28.x (AVX2) at 1.275V.

so 4.4 at that vcore is very great.

what is your motherboard?

do you changed vcore only?



are you using prime 28.x or older?
		
		Click to expand...
	
Oh, hey! Sorry, I wasn't paying attention to the thread.



I am using the Asus X99-Deluxe - in my original post I was using the 0801 BIOS,  but now I'm on the 0904.



There was a post by Raja - an Asus representative on the Asus X99 forums here and in Overclock.net - where he mentioned that version 27.9 of Prime95 was recomended for some reason... sooo, that's what I'm using. I'll try to find the link to the post as I'm having a hard time finding it right now.



I only changed the vcore originally, though I've changed the CPU Input Voltage to 1.9v now too. That and the multiplier set to 44x is everything I've moved so far."
"1595187739-4228","https://hardforum.com/forums/intel-processors.5/","Intel's 9th Generation Core Family - Coffee Lake (Refresh)","https://hardforum.com/threads/intels-9th-generation-core-family-coffee-lake-refresh.1963540/","Polo6RGTI","https://www.intel.com/content/dam/www/public/us/en/documents/sa00115-microcode-update-guidance.pdf







<img src=""https://hardforum.com/data/attachment-files/2018/07/thumb/138715_Screenshot_35.png""
		class=""bbImage ""
		style=""""
		alt=""Screenshot (35).png""
		title=""Screenshot (35).png"" />"
"1595187804-4916","https://hardforum.com/forums/intel-processors.5/","No excitement about intel's latest offering??","https://hardforum.com/threads/no-excitement-about-intels-latest-offering.1996595/","Ready4Dis","Not really, from my reading there are more excited about the 3300x than Intel's next chip.  It's expensive, burns power like crazy, and still falls short on many things.  Yes, it can give you a few more FPS at low resolutions, if that's your thing sure.

Over 90C with liquid cooling.. at 4.8ghz

https://www.google.com/amp/s/www.tw...at-over-90c-even-with-liquid-cooling/amp.html

And others saying similar

https://www.google.com/amp/s/www.tomshardware.com/amp/news/intel-core-i9-10900k-stress-test



So unless you spend some serious coin on the cooling good luck maintaining boost.  It just doesn't have a lot going for it.  Still gets beat by 3900x in threaded loads, still slightly out in front in low resolution gaming, use a crap ton of power to do it.  Just isn't a ton to get a excited about.  Hopefully we will see some real benchmarks but I haven't seen to much reason to be hopeful.



Edit.  You said your struggling to maintain 4.8... so does this chip with a 240mm radiator at over 90C.  Unless you're really hitting a wall in something specific, your not missing much."
"1595187794-4792","https://hardforum.com/forums/intel-processors.5/","Intel 10nm/7nm CPU/GPU Rumor Thread : Cannonlake, Icelake, Tigerlake, Sapphire Rapids, etc.","https://hardforum.com/threads/intel-10nm-7nm-cpu-gpu-rumor-thread-cannonlake-icelake-tigerlake-sapphire-rapids-etc.1945886/","craigdt","Speedeu4ia said:
			
		
	
	
		
		
			Since they are not currently available makes it easy to wait and if you don't like what you see the 8700k should be cheaper
		
		Click to expand...
	
Dear God, I hope the 8700k is available before the 9700k comes out."
"1595187728-4161","https://hardforum.com/forums/intel-processors.5/","Intel Plans To Battle AMD Ryzen 4000 In 2020 With Mass of Hyper-Threaded Processors Including 5.3GHz","https://hardforum.com/threads/intel-plans-to-battle-amd-ryzen-4000-in-2020-with-mass-of-hyper-threaded-processors-including-5-3ghz.1991154/","imsirovic5","IdiotInCharge said:
			
		
	
	
		
		
			This isn't how you do 'future proof' 
		
		Click to expand...
	
I was refering to next gen ssd devices that may benefit from additional bandwith."
"1595187745-4338","https://hardforum.com/forums/intel-processors.5/","1366 x58 Xeon Enthusiast overclocks club","https://hardforum.com/threads/1366-x58-xeon-enthusiast-overclocks-club.1820772/","Araxie","primetime said:
			
		
	
	
		
		
			i discuss the voltage are another time....but regarding ibt...trying to use your settings it only seems to be using 36% now versus 100% before...what am i doing wrong? This cant be right, what im i misunderstanding? should i disable hyper threading in bios or something?
		
		Click to expand...
	
just disable half of available processors. you probably have in the set affinity setup: 



CPU 0 -

CPU 1 -

CPU 2 - 

CPU 3 - 

CPU 4 - 

CPU 5 - 

CPU 6 - 

CPU 7 - 

CPU 8 - 

CPU 9 - 

CPU 10 - 

CPU 11 - 

CPU 12. 



you have to uncheck 1-3-5-7-9-11. that just to make it easy to disable hyperthreading anytime fast without reboot. in any case disable hyperthreading in Bios its the same."
"1595187781-4605","https://hardforum.com/forums/intel-processors.5/","i7-4930k to E5 1680 v2 upgrade, no boot","https://hardforum.com/threads/i7-4930k-to-e5-1680-v2-upgrade-no-boot.1997902/","Grebuloner","Definitely try the latest bios. According to the CPU support page, your board has very limited Ivy Bridge E/EP support, and frankly I think it's weird that they support some 4600v2 series, but none of the 1600v2s.



BUT Good news: If your chip still doesn't work, the E5 4627v2 is supported. 8 cores, 3.3GHz (3.5 all core), only 16MB L3 cache, though, compared to the 1680v2's 25, but it is an option. The bonus is that I found two on Ebay for less than $70."
"1595187787-4717","https://hardforum.com/forums/intel-processors.5/","What CPU can I upgrade to?","https://hardforum.com/threads/what-cpu-can-i-upgrade-to.1993925/","SLP Firehawk","Thanks guys.  The Xeon 1680v2 looks like a good option if OC around 4GHz.  Looks like a gamble buying it on ebay.  Going to try to OC the 3930k first but in the meantime I'm watching for Xeons. Any advice?"
"1595187741-4304","https://hardforum.com/forums/intel-processors.5/","Any still running an overclocked i7 5820k? (haswell-E)","https://hardforum.com/threads/any-still-running-an-overclocked-i7-5820k-haswell-e.1953713/","Dan_D","I recently replaced my 5960X in my main rig with a Threadripper 2920X. However, I am going to put my 5960X back into service in another role soon."
