web-scraper-order,web-scraper-start-url,threads,threads-href,username,the_post
"1595262077-6952","https://hardforum.com/forums/amd-flavor.87/","AMD might detail new RDNA2 graphics card on March 5","https://hardforum.com/threads/amd-might-detail-new-rdna2-graphics-card-on-march-5.1992421/","GoldenTiger","Darth Ender said:
			
		
	
	
		
		
			I always pick amd because nvidia's performance is _always_ garbage because their open source graphics driver is crippled and hardly functional for 3d acceleration and I refuse to be hamstringed to a specific kernel because of a proprietary driver.



At the rate they're going, intel will have a more viable option before nvidia does ...until then it's amd and only amd.
		
		Click to expand...
	
Windows 10 is the solution to your problem."
"1595262062-6856","https://hardforum.com/forums/amd-flavor.87/","2nd Generation Vega","https://hardforum.com/threads/2nd-generation-vega.1993223/","Shadowarez","You don't have to install that old Q18 driver then do driver switch then install new gaming driver?"
"1595262075-6899","https://hardforum.com/forums/amd-flavor.87/","AMD speaks RDNA2, RDNA3, Zen3 and Zen4, announces new roadmaps","https://hardforum.com/threads/amd-speaks-rdna2-rdna3-zen3-and-zen4-announces-new-roadmaps.1993782/","cybereality","Yeah, no juicy nuggets, but it shows at least they are on track for what people are expecting.



50% boost perf/watt sounds pretty good though. I mean, could that be that RDNA2 is 50% faster than a 5700 XT? Cause that would be a pretty nice card and probably slightly better than a 2080 Ti.



Granted, Nvidia will have their next card out too, but AMD beating the 2080 Ti with a more reasonable price could be a good show (and at least keep them in the game). Then add in a competent ray-tracing solution and that could be a winner.



But we get hyped every time, and the past is not kind to AMD's success. But. You never know."
"1595262090-7009","https://hardforum.com/forums/amd-flavor.87/","Help me pick out a 5600 XT card","https://hardforum.com/threads/help-me-pick-out-a-5600-xt-card.1994184/","TeeJay","x509 said:
			
		
	
	
		
		
			Guys,



I have to say that I've read enough negative comments on community.amd.com that I'm seriously re-thinking this decision.  The really scary part is that some of those posts are like just a week old and they say that the drivers aren't really stable yet.  I like that the 5600-XT is comparable to GTX for a lot less money, but I also like reasonably stable and trouble-free drivers.   



My heart wants to get an AMD card, because I don't like nVidia, but I head keeps saying that I need a reliable system.
		
		Click to expand...
	
Oh



Does a big number of people have drivers issues? IDK, I had none. Just removed existing drivers from my system, uninstalled my R9 390, put the 5600 XT in, install new drivers...everything is fine"
"1595262053-6770","https://hardforum.com/forums/amd-flavor.87/","Navi RX 5700 to 5700 XT BIOS Flash","https://hardforum.com/threads/navi-rx-5700-to-5700-xt-bios-flash.1986224/","cyklondx","ManofGod said:
			
		
	
	
		
		
			What's an Nvidia cad?  If I do not have a dual bios switch, it is not worth the risk, simple as that. I am done with the X800 Pro flashed to an XT bios for unlocking things, just not worth the risk, anymore. Oh, and just because you can flash it as a second card does not mean it will work.
		
		Click to expand..."
"1595262109-7151","https://hardforum.com/forums/amd-flavor.87/","Considering a 5600 XT","https://hardforum.com/threads/considering-a-5600-xt.1996724/","Snowdog","pendragon1 said:
			
		
	
	
		
		
			you are just repeating yourself and its still just your opinion.
		
		Click to expand...
	
It's pretty clear and factual, that Navi 1x lacks next gen features. 



Turing, PS5, XBSX, Navi 2x, all have next get feature sets and all (except PS5) support DX12 Ultimate."
"1595262060-6834","https://hardforum.com/forums/amd-flavor.87/","What is wrong with my curved videocard?","https://hardforum.com/threads/what-is-wrong-with-my-curved-videocard.1992656/","Rvenger","You should prop it up with a brace like this on the cooler, not the PCB. Get rid of those spacers. 

  
		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2020/02/273399_1580842051501.png"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""1580842051501.png"" style=""width: 580px"" />"
"1595262092-7017","https://hardforum.com/forums/amd-flavor.87/","Potential GPU Upgrade","https://hardforum.com/threads/potential-gpu-upgrade.1995268/","crazycrave","I ran a lot of Polaris in Crossfire on my x58 and 2 x 570's clocked at 1300/2000 is on par with the RX 5700 in Fire Strike as around 25,000 gpu score .. so it's like having Crossfire performance from one card ."
"1595262112-7196","https://hardforum.com/forums/amd-flavor.87/","RX Vega Owners Thread","https://hardforum.com/threads/rx-vega-owners-thread.1941944/","noko","Archaea said:
			
		
	
	
		
		
			Unbelievable to me.  And disappointing to be sure. Sentiments coming from a tremendous Fury X crossfire fan who had a stellar experience with the crossfire tech.  I'm still looking for a limited edition, watercooled version to purchase.  I purchased a limited edition XFX black Vega, but I'm not opening it in hopes of a watercooled card.



A friend sent me this vid yesterday.  At least we can purchase these cards with our eyes wide open at this point.  Two key takeaways from the video.   Rise of the Tomb Raider felt smoother on Vega than 1080ti - even running 20fps less.



And the overclock profile uses nearly 100 watts more for a measly 2% more FPS.  He said AMD shouldn't even have created a setting like that.




	
		
	

		
		Click to expand...
	
That was a good but limited review - Looks like a 600w power supply will be enough for Rx Vega Liquid cool in power saver and balance mode -> What surprised me was the little performance gain in Turbo mode but yet the hefty power increase. Kinda sad but does give me some hope for Vega Nano performance with reasonable power draw. I would have like to see 4K results in balance and turbo mode to see if performance is better with a more gpu limiting resolution. Liquid cool is a possibility for me with a redesign of custom workstation."
"1595262090-6990","https://hardforum.com/forums/amd-flavor.87/","Help me pick out a 5600 XT card","https://hardforum.com/threads/help-me-pick-out-a-5600-xt-card.1994184/","noko","I would recommend this $302 after 30 rebate, 5700, way more potential than the 5600. Comes with Resident Evil 3, Monster Hunter. Outstanding price and would go great with your 3900x.



https://www.newegg.com/msi-radeon-r...5700&cm_re=Radeon_5700-_-14-137-467-_-Product"
"1595262119-7266","https://hardforum.com/forums/amd-flavor.87/","New windows install, where is my 5700xt?","https://hardforum.com/threads/new-windows-install-where-is-my-5700xt.1997006/","lopoetve","Had fits on Polaris, Navi has been stable so far.  Kirbyrj bought my last Polaris card   



What's yours crashing on?  Motherboard?"
"1595262134-7405","https://hardforum.com/forums/amd-flavor.87/","What's the latest on AMD's driver issues for the RX 5600 XT and similar models?","https://hardforum.com/threads/whats-the-latest-on-amds-driver-issues-for-the-rx-5600-xt-and-similar-models.1999082/","noko","For Adobe Lightroom and Photoshop, do yourself a favor and get a 2060KO, use the Nvidia plugins that may help you. If going with AMD, skip the 5600 and get a 5700, more ram, wider bus, more cores . . . 



As for drivers, some owners have long standing issues, I've had relatively good success and don't have any problems now, for a long while actually. AMD did drop the ball not only for RNDA, which was the worst but Vega as well on a few drivers. I have basically a reference model 5700XT AE, love it and so far a great card."
"1595262112-7197","https://hardforum.com/forums/amd-flavor.87/","RX Vega Owners Thread","https://hardforum.com/threads/rx-vega-owners-thread.1941944/","CSI_PC","noko said:
			
		
	
	
		
		
			That was a good but limited review - Looks like a 600w power supply will be enough for Rx Vega Liquid cool in power saver and balance mode -> What surprised me was the little performance gain in Turbo mode but yet the hefty power increase. Kinda sad but does give me some hope for Vega Nano performance with reasonable power draw. I would have like to see 4K results in balance and turbo mode to see if performance is better with a more gpu limiting resolution. Liquid cool is a possibility for me with a redesign of custom workstation.
		
		Click to expand...
	
Some reviews were also hinting that the Vega 'nano' is also binned, which would be another plus point in its favour if true (they might just be speculating based upon performance envelope analysis).

Cheers"
"1595262136-7422","https://hardforum.com/forums/amd-flavor.87/","AMD RDNA 2 gets ray tracing","https://hardforum.com/threads/amd-rdna-2-gets-ray-tracing.1994287/","Factum","cybereality said:
			
		
	
	
		
		
			Well, Vulkan has cross-platform ray tracing now too, so ray tracing is not solely DXR.



https://www.khronos.org/news/press/khronos-group-releases-vulkan-ray-tracing
		
		Click to expand...
	
Vulkan RT is VERY similar to DXR FYI.

Almost a copy...look at the API specs."
"1595262114-7236","https://hardforum.com/forums/amd-flavor.87/","Radeon VII Owner's Club!","https://hardforum.com/threads/radeon-vii-owners-club.1977524/","cybereality","GSDragoon said:
			
		
	
	
		
		
			Speaking of being heavy, is anyone making a support beam or rope for this card? It was a lot heavier than I thought.
		
		Click to expand...
	
Search for ""GPU Brace"" or ""GPU Bracket"" on ebay. There are a few generic ones available.




		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2019/02/195893_upload_2019-2-20_15-36-24.png"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""upload_2019-2-20_15-36-24.png"" style="""" />"
"1595262053-6785","https://hardforum.com/forums/amd-flavor.87/","Navi RX 5700 to 5700 XT BIOS Flash","https://hardforum.com/threads/navi-rx-5700-to-5700-xt-bios-flash.1986224/","Rvenger","ssnyder28 said:
			
		
	
	
		
		
			What do you mean by via CMD command?
		
		Click to expand...
	


The new ATI Flash utility is windows only. If you want to use the old ""DOS"" way of force flashing, you need to do it in Command prompt with elevated privileges. AMDVBFLASH -F -P 0 BIOS.ROM.



Boom flashed to XT.





If you do it in regular windows mode you will get a Subsystem ID Mismatch."
"1595262096-7045","https://hardforum.com/forums/amd-flavor.87/","RX 5700 Reference needs no modifications.....","https://hardforum.com/threads/rx-5700-reference-needs-no-modifications.1985265/","ManofGod","viivo said:
			
		
	
	
		
		
			I know it's not necessary for non-XTs, but it should make some small difference. What thermal paste did you use? Did you use thick enough rubber/fiber/plastic/etc. washers on the retention bracket to compensate for the thermal pad?
		
		Click to expand...
	
I did get the proper size washers, about 1mm thick or so. Also, I used Thermaltake TG-7 paste but, it simply appears the graphite pad was doing a really good job of it, after all."
"1595262103-7116","https://hardforum.com/forums/amd-flavor.87/","AMD Radeon VII reaches ‘end of life’?","https://hardforum.com/threads/amd-radeon-vii-reaches-end-of-life.1983992/","bigdogchris","Remember all the rumors around the launch of Radeon VII that supplies were going to be limited? Maybe this is what they meant."
"1595262053-6795","https://hardforum.com/forums/amd-flavor.87/","Navi RX 5700 to 5700 XT BIOS Flash","https://hardforum.com/threads/navi-rx-5700-to-5700-xt-bios-flash.1986224/","crazycrave","I gamed on it for about hour last night and nice and stable .. it's fast enough with the blower but I been thinking of water blocking it later on ."
"1595262123-7311","https://hardforum.com/forums/amd-flavor.87/","Radeon VII prices...","https://hardforum.com/threads/radeon-vii-prices.1996720/","shadowj","Thank you

Right now I have the RTX 2080 ti, I do play 95 % flight simulators at 4k.

Main reason I'd go for AMD? Try not to laugh :

dithering.

I have some color banding, and I can't find a way to fix this

It's pretty annoying especially when I fly very close to the clouds

Last year I purchased the AMD Radeon VII and I didn't really give it a good test

Sent it back because of the poor performance

I did fly X-Plane 11 at that time ( now, too ) but meanwhile, X-Plane 11 updated to Vulkan and a lot of users, even the developers, encourage to buy AMD cards

Second flight simulator I play is DCS World

And 2, 3 others but the next one, which comes later this year, Microsoft Flight Simulator 2020 would be the greatest, and I have absolutely no idea about which GPU would be the best choice : AMD or nVidia

When I tested the AMD Radeon VII, last year, with X-Plane 11, I was a bit disappointed about the performance but I was really surprised that the color banding disappeared 90 %

The clouds and skies were looking amazing

That's the reason why I asked about AMD

I own right now, 4 different 4k TV's

1 Samsung Q9FN 55 inches - amazing TV. Maybe the best Samsung TV, in the history of the TV's    

1 Samsung Q90R 55 inches - amazing TV, as well. Very hard to compare it with Q9FN

1 Samsung JS 9090 55 inches - older model but it's not bad

and the TV in the living room, Panasonic 75 inches,I'm not sure about the model - didn't really use it as PC monitor. Just some short testing

It's hard to believe, all of them has color banding

I even tried with more than 10 different nVidia drivers

No go.

I also tried with :

1 RTX Asus Strix 2080 Ti

1 RTX MSI Trio 2080 Ti

1 GTX Gigabyte 1080 Ti

1 GTX Gigabyte 980 Ti

Changed 4-5 different HDMI 2.0 cables

Installed Windows 10, fresh

Played with many different settings in nVidia control panel, TV settings.

Hundreds of different types of settings

Couldn't find a solution

I was even thinking about installing Windows 7 on the Z390 chipset. It's possible but it requires a lot time, PS 2 mouse and keyboard for the installation, PCI e card with PS2, etc

Thank you, I'll keep searching for the best solution

After all this, I came to the conclusion that the main culprit for the color banding, is the nVidia software"
"1595262077-6924","https://hardforum.com/forums/amd-flavor.87/","AMD might detail new RDNA2 graphics card on March 5","https://hardforum.com/threads/amd-might-detail-new-rdna2-graphics-card-on-march-5.1992421/","c3k","ManofGod said:
			
		
	
	
		
		
			Your Vega 56 is just fine for what you need, and it is paid for. Just wait until something better comes out for the price. Unless, of course, you want to replace the other three and then, 3 x 5600XT is good.
		
		Click to expand...
	
Yeah, Rig 1 is due. After the GPU upgrade, I may swap a Ryzen 3700x in for that i7 4790. You know, because.   (And Rig 2 would get the cast offs. )"
"1595262136-7417","https://hardforum.com/forums/amd-flavor.87/","AMD RDNA 2 gets ray tracing","https://hardforum.com/threads/amd-rdna-2-gets-ray-tracing.1994287/","cybereality","Factum said:
			
		
	
	
		
		
			Raytracing is DXR...
		
		Click to expand...
	
Well, Vulkan has cross-platform ray tracing now too, so ray tracing is not solely DXR.



https://www.khronos.org/news/press/khronos-group-releases-vulkan-ray-tracing"
"1595262136-7423","https://hardforum.com/forums/amd-flavor.87/","AMD RDNA 2 gets ray tracing","https://hardforum.com/threads/amd-rdna-2-gets-ray-tracing.1994287/","MangoSeed","jologskyblues said:
			
		
	
	
		
		
			It might be just my observation, but I have the feeling that Nvidia may have indirectly helped AMD achieve their real-time hybrid raytracing implementation through Microsoft with NV and MS' collaboration on DXR 1.0 and MS' decision to get that framework into their next XBox console since MS defined the requirements for AMD to follow in developing the custom APU for the new console.
		
		Click to expand...
	
There’s no intellectual capital in DXR. Its concepts have been common knowledge in the graphics industry for decades. The secret sauce is in the hardware implementation and nvidia certainly didn’t share that with AMD.



And of course it’s in everyone’s best interest to define a common api for raytracing (DXR/Vulkan RT). Just like for any other graphics feature that you want developers to use. 








	
	
		
		
			I do wonder how de-noising will be handled by each vendor going forward. Turing can possibly use their tensor cores while RDNA2 might be able to do them using shaders.
		
		Click to expand...
	
No games use tensors for denoising on Turing. RDNA will denoise just fine."
"1595262096-7048","https://hardforum.com/forums/amd-flavor.87/","RX 5700 Reference needs no modifications.....","https://hardforum.com/threads/rx-5700-reference-needs-no-modifications.1985265/","ManofGod","Dave65 said:
			
		
	
	
		
		
			Washer trick worked great for me, but I also changed the thermal pads to a better brand, also changed the thickness and made huge difference.. Both 5700 and the 5700xt.
		
		Click to expand...
	
I have done the washer trick but left the original thermal pads in place. I did put thermal paste on the die, however."
"1595262098-7065","https://hardforum.com/forums/amd-flavor.87/","Should I pick up an Aorus 5700 XT or should i wait and save for big navi?","https://hardforum.com/threads/should-i-pick-up-an-aorus-5700-xt-or-should-i-wait-and-save-for-big-navi.1995281/","TheHig","I’m getting picky about loud PCs these days but that is in idle or light use. Once the gaming starts it’s temps /performance above all else and good headphones. That or a killer sound setup and go without a headset.  Better yet both options!"
"1595262112-7214","https://hardforum.com/forums/amd-flavor.87/","RX Vega Owners Thread","https://hardforum.com/threads/rx-vega-owners-thread.1941944/","Dan","SixFootDuo said:
			
		
	
	
		
		
			Just out of curiosity .... why would you sell your 1080? Nothing wrong if you're a diehard AMD fan or maybe you have an AMD branded PC? They do sell AMD cases, memory, SSD's .. you could have a Ryzen. That all makes sense.



If not, you're not gaining any performance and it's going to cost you more electricity. I would do additional research before you go through all of that. Good luck on whatever you decide.
		
		Click to expand...
	
I dont have brand preference. I do have a ryzen 1700 because it out performanced my 3570k and for what I do professionally, Its better then the 7700k. I do use it for gaming though as well.  I want to sell my 1080 because of freesync. I own a 75hz 34"" 21:9 monitor and I had a 390 and freesync was very noticable when I first got it. I sold my 390 due to mining prices and sat without a GPU for awhile and jumped on a 1080 when i got a steal of a deal. Everyone including reviewers are saying how awesome freesync is is awesome and worth it. Its been awhile since I've had it infront of me but im willing to take a small loss in certain games for the smoothness. Also I think everyone agrees to a certain level that AMD does have a ""fine wine"" standpoint where we might see a bit more power down the road.  Im willing to cough up the 599 if I can grab a silver one."
"1595262075-6888","https://hardforum.com/forums/amd-flavor.87/","AMD speaks RDNA2, RDNA3, Zen3 and Zen4, announces new roadmaps","https://hardforum.com/threads/amd-speaks-rdna2-rdna3-zen3-and-zen4-announces-new-roadmaps.1993782/","fightingfi","https://videocardz.com/newz/amd-speaks-rdna2-rdna3-zen3-and-zen4-announces-new-roadmaps



look at that screen shot of water oh snaps"
"1595262070-6871","https://hardforum.com/forums/amd-flavor.87/","BF5 5700 xt low performance","https://hardforum.com/threads/bf5-5700-xt-low-performance.1992374/","etegv","4770k at 4.2

16gb ddr3 2400

Windows 10



I am getting between 100-150 fps in Bfv. Is this normal? Imo, I feel that I should be getting  higher frames. Should I upgrade to the ryzen cpu? Would that help? 



Thanks"
"1595262053-6771","https://hardforum.com/forums/amd-flavor.87/","Navi RX 5700 to 5700 XT BIOS Flash","https://hardforum.com/threads/navi-rx-5700-to-5700-xt-bios-flash.1986224/","ManofGod","Best clock speed I get is about 1965 Mhz, anything more and the computer locks up. That is even with a 50%+ power limit."
"1595262132-7363","https://hardforum.com/forums/amd-flavor.87/","[Solved] RX 460 Blown Fuse","https://hardforum.com/threads/solved-rx-460-blown-fuse.1992996/","noko","I would get a 75w plus 10% fuse, (75w/12v=6.25a plus 10% would be around 6.75a) new fuse holder and solder directly to current burnt out fuse with wires. It will now be easily replaceable. Also if you put a loop in the wire to the fuse holder (fuse holder can be anywhere, just wired up) you should be able to take an amp reading. I would not waste time replacing the current fuse unless you feel comfortable in doing that.



If you can RMA the card, it might just be better to do that."
"1595262075-6904","https://hardforum.com/forums/amd-flavor.87/","AMD speaks RDNA2, RDNA3, Zen3 and Zen4, announces new roadmaps","https://hardforum.com/threads/amd-speaks-rdna2-rdna3-zen3-and-zen4-announces-new-roadmaps.1993782/","Auer","A lot of speculation about if AMD can reach 2080ti territory when Big Navi finally comes out.



I feel the real question should be can AMD afford not to be in 2080ti territory by then?"
"1595262109-7172","https://hardforum.com/forums/amd-flavor.87/","Considering a 5600 XT","https://hardforum.com/threads/considering-a-5600-xt.1996724/","kirbyrj","It is, quite frankly, laughable that anyone uses RT or DLSS as a factor in their buying purchases given the almost universal lack of support for games when they launch.  Months down the road you ""might"" get a patch to enable these features.  Jensen Huang is a con-artist who convinced people that these features would be relevant during the lifespan of the first generation RTX cards back in August 2018.  Which clearly they aren't unless you replay games just to look at shiny reflections in one of the handful of games that are supported.



The 5600XT and the 2060 are about as dead even as they come in terms of rasterized performance and power draw.  The lowest rung 1st gen RTX card is going to be about as useful as a non-RTX card in the future.  



There are plenty of reasons to NOT buy a 5600XT.  The vanilla 5700 cost difference (usually not much on sale) and performance difference (somewhat significant) are the biggest reasons IMO."
"1595262051-6760","https://hardforum.com/forums/amd-flavor.87/","AMD Radeon RX 5600 XT Review","https://hardforum.com/threads/amd-radeon-rx-5600-xt-review.1992038/","Factum","Seems like AMD did a ""nice one"" on their partners:


	
		
	


The video mention by Steve:"
"1595262123-7300","https://hardforum.com/forums/amd-flavor.87/","Radeon VII prices...","https://hardforum.com/threads/radeon-vii-prices.1996720/","auntjemima","NobleX13 said:
			
		
	
	
		
		
			In most tasks the much cheaper 5700 XT seems to provide a much better value, so I'm not sure why they have held their value a well as they appear to have done on eBay.  Perhaps due to rarity?  I know that in compute-heavy applications they can edge out the 5700 XT.
		
		Click to expand...
	
The radeon vii puts most other cards to shame, depending on the task load. For gaming? No idea."
"1595262090-7006","https://hardforum.com/forums/amd-flavor.87/","Help me pick out a 5600 XT card","https://hardforum.com/threads/help-me-pick-out-a-5600-xt-card.1994184/","pendragon1","you dont need to spam your videos in every amd thread thanks."
"1595262098-7067","https://hardforum.com/forums/amd-flavor.87/","Should I pick up an Aorus 5700 XT or should i wait and save for big navi?","https://hardforum.com/threads/should-i-pick-up-an-aorus-5700-xt-or-should-i-wait-and-save-for-big-navi.1995281/","sabrewolf732","reference 5700xt with washer mod and repaste is very good, no issues with noise."
"1595262090-6986","https://hardforum.com/forums/amd-flavor.87/","Help me pick out a 5600 XT card","https://hardforum.com/threads/help-me-pick-out-a-5600-xt-card.1994184/","mda","Can't tell about the slots, but Sapphire and Powercolor I've HEARD (you need to do your research on this) have been on the ball with their 5xxx cards. Gigabyte is low-key doing well too."
"1595262053-6773","https://hardforum.com/forums/amd-flavor.87/","Navi RX 5700 to 5700 XT BIOS Flash","https://hardforum.com/threads/navi-rx-5700-to-5700-xt-bios-flash.1986224/","demondrops","flashed a radeon 9800 to a pro ages ago, worked like a charm. it was the same cards but different pricing."
"1595262066-6864","https://hardforum.com/forums/amd-flavor.87/","20.2.2 (Optional) drivers released","https://hardforum.com/threads/20-2-2-optional-drivers-released.1993544/","viivo","Release Notes

Drivers



They claim to have fixed most of the black screen problems. I think I'll stay with 19.12.1 for now, or until people report their experience with the new ones."
"1595262051-6754","https://hardforum.com/forums/amd-flavor.87/","AMD Radeon RX 5600 XT Review","https://hardforum.com/threads/amd-radeon-rx-5600-xt-review.1992038/","Gideon","Snowdog said:
			
		
	
	
		
		
			AMD 5700 series has better price/performance.



5500/5600 not so much.
		
		Click to expand...
	
You would be surprised how little movement in price will keep someone from buying a item. I also think the 5700 is a better deal but that couple extra bucks will stop many from getting it."
"1595262070-6873","https://hardforum.com/forums/amd-flavor.87/","BF5 5700 xt low performance","https://hardforum.com/threads/bf5-5700-xt-low-performance.1992374/","etegv","I apologize. I am at 1080p on low.



Imo, I feel like I should be getting 150 to 190 fps. I am not sure if I am being reasonable here.



Would I get better performance with a ryzen upgrade?"
"1595262066-6866","https://hardforum.com/forums/amd-flavor.87/","20.2.2 (Optional) drivers released","https://hardforum.com/threads/20-2-2-optional-drivers-released.1993544/","DogsofJune","https://hardforum.com/threads/amd-r...ition-20-2-2-drivers.1993545/#post-1044510430



You were earlier by ten minutes, but he had a better thread"
"1595262123-7312","https://hardforum.com/forums/amd-flavor.87/","Radeon VII prices...","https://hardforum.com/threads/radeon-vii-prices.1996720/","daglesj","I looked up VII prices and was just shocked at how many were ""parts not working"". That put me off."
"1595262109-7150","https://hardforum.com/forums/amd-flavor.87/","Considering a 5600 XT","https://hardforum.com/threads/considering-a-5600-xt.1996724/","rhansen5_99","For plex remember you are limited by nvidia for the number of transcode streams to I think 2 on consumer level stuff, I think a quattro can go way higher to 8 plus.  I had a 5600xt as a filler for 1080ti rma, and it was okay, the bios flash helped it a lot to 14gbps. Definitely a 1080p class card.  I would say prob my choice 5700>2060s>2060>5600xt=1660super based on price to performance."
"1595262051-6755","https://hardforum.com/forums/amd-flavor.87/","AMD Radeon RX 5600 XT Review","https://hardforum.com/threads/amd-radeon-rx-5600-xt-review.1992038/","chameleoneel","noko said:
			
		
	
	
		
		
			Just that you can get right now on Newegg different 5700's for $329, put a 5700XT bios on it and OC it to much higher levels then any 5600. It also has 2gb more memory, more memory bandwidth which for NAVI is needed. All for $30 - $40 more and cheaper than some of the 5600 ASUS ones. I don't see the price of the 5600 as good, $249 starting price would have made much more sense with special AIB cards being less than $300. Also 5700 have gone below $300 at times on sell. I don't see why you don't get it.
		
		Click to expand...
	
Of course you can buy a better card for $50 more. And for $60 more than a 5700-----you can get a 5700XT.








	
		
			
				vegeta535 said:
			
		
	
	
		
		
			Driving lower-mid range down maybe. High end prices are being driven up.
		
		Click to expand...
	
5700 beats a 2060 super, for $70 less



5700XT beats a 2070 for $10 - $20 less and matches 2070 super in newest games, for $100 less.



And Nvidia has a problem right now where the 2060 super and 2070 are the same price, but the 2070 is strictly better."
"1595262123-7316","https://hardforum.com/forums/amd-flavor.87/","Radeon VII prices...","https://hardforum.com/threads/radeon-vii-prices.1996720/","Dayaks","mazeroth said:
			
		
	
	
		
		
			Wow! I sold my card a few days after posting this, for $500 locally. I had it up for $600, dropped it to $550, and finally someone offered $500. Looking now on ebay, it's like prices have jumped up $100+. They're selling for $600-$700, used. Oh well, at least I didn't have to deal with ebay fees, shipping, and a potential buyer that had an ""issue"" with my card.
		
		Click to expand...
	
I just sold mine to a user here for $500 shipped. I saw they were going for $700 but I’d leave rot in my basement before using ebay for the reasons you mentioned."
"1595262136-7448","https://hardforum.com/forums/amd-flavor.87/","AMD RDNA 2 gets ray tracing","https://hardforum.com/threads/amd-rdna-2-gets-ray-tracing.1994287/","noko","XoR_ said:
			
		
	
	
		
		
			What do you mean ""develop for RDNA tech""?

What are the killer performance improving features of RDNA2 which Turing does not already have? I highly doubt DX12 ""Ultimate"" would be released just before cards were released with even more features that needed extensions...



Besides, PS4 and XO had GCN GPU's with such killer feature: very efficient asynchronous compute capabilities. Nvidia cards did not properly support it for a long time and it still made no real difference so...



I really hope ray tracing performance of RDNA2 does not suck and is actually much better than Turing. If not then it will just hinder ray tracing implementation in games and it will be used to a lesser degree. Maybe more extremely optimized but as we already saw with ""dynamically loaded textures"" bullshit from PS3/X360 era these extreme optimization techniques do not always translate well in to PC world and definitely do not contribute to overall quality of games.
		
		Click to expand...
	
Yes, performance much better than Turing since Turing has pretty much sucked with RT gaming from a performance prospective, lack of real innovative games or games where one would say -> I want that!.



Minimum for RT should be like 1440p 100fps+ with max or near max settings and RT, 4K 60fps+. Preferrably 100fps+ at 4K but even normal games can't even achieve that for the most part with even a 2080Ti except maybe Doom Eternal and older games."
"1595262123-7309","https://hardforum.com/forums/amd-flavor.87/","Radeon VII prices...","https://hardforum.com/threads/radeon-vii-prices.1996720/","extide","shadowj said:
			
		
	
	
		
		
			How is the card, compared to RTX 2080 Ti ( for 4k gaming )   ?
		
		Click to expand...
	
It's definitely quite a bit slower than a 2080 Ti, but can compare to a 2080/2080S depending on the overclocks and specific game."
"1595262077-6921","https://hardforum.com/forums/amd-flavor.87/","AMD might detail new RDNA2 graphics card on March 5","https://hardforum.com/threads/amd-might-detail-new-rdna2-graphics-card-on-march-5.1992421/","c3k","Check my sig: I'm =desperate= for a decent card (multi 1080 screens or single 1440) with decent thermals at a decent price by a decent company with decent drivers.







Stop me from buying a 5600xt."
"1595262127-7350","https://hardforum.com/forums/amd-flavor.87/","Soldering on more and faster RAM onto R9 285X","https://hardforum.com/threads/soldering-on-more-and-faster-ram-onto-r9-285x.1997603/","chithanh","Would it be an option to use two graphics cards? One with native VGA that drives the display, and a more modern one that does the rendering? I think Windows 10 even comes with a built-in function for that since 1803."
"1595262109-7158","https://hardforum.com/forums/amd-flavor.87/","Considering a 5600 XT","https://hardforum.com/threads/considering-a-5600-xt.1996724/","XoR_","pendragon1 said:
			
		
	
	
		
		
			that doesnt make it obsolete and by your logic it makes the ps5 obsolete before it even comes out.
		
		Click to expand...
	




<img src=""https://hardforum.com/data/attachment-files/2020/05/thumb/347972_ef8.jpg""
		class=""bbImage ""
		style=""""
		alt=""ef8.jpg""
		title=""ef8.jpg"" />"
"1595262114-7226","https://hardforum.com/forums/amd-flavor.87/","Radeon VII Owner's Club!","https://hardforum.com/threads/radeon-vii-owners-club.1977524/","Boil","ccityinstaller said:
			
		
	
	
		
		
			No, that block has a pump built into it, and I saw no need to pay for that feature considering I have a high end pump/res setup as it is.  I grabbed https://www.amazon.com/gp/product/B0067LY066/ref=ppx_yo_dt_b_asin_title_o04__o00_s02?ie=UTF8&psc=1 ...I hope it works..I did not have a card in hand yet to check the spacing.
		
		Click to expand...
	
I was looking at the pump / block combo I linked & hoping Alphacool will come out with one of their 2-slot heat sink / backplate combos for the Radeon VII...



Paired with their Solo LT pump / block combo for the CPU & a 30mm thick 240 rad, would make a nice water cooling loop for a Ncase M1...?"
"1595262053-6789","https://hardforum.com/forums/amd-flavor.87/","Navi RX 5700 to 5700 XT BIOS Flash","https://hardforum.com/threads/navi-rx-5700-to-5700-xt-bios-flash.1986224/","SPARTAN VI","ManofGod said:
			
		
	
	
		
		
			I recommend stress testing and gaming on it to verify it functionality first. Also, it is a reference model or a aftermarket version?
		
		Click to expand...
	
And establish a base line so you can properly measure your performance uplift. Consider multiple passes to fine a mean performance score. When comparing thermals, I usually lock the fan speed at about 50% to control for that variable. Wattman is often unresponsive when tinkering with the fan curve, so verify its RPM readout too (if even that can be trusted). Above all, good luck and have fun kirbyrj"
